date,ticker,bucket,threshold_low,threshold_high,direction,market_prob,actual_outcome,bid_price,ask_price,volume,actual_tmax
2025-04-04,KXHIGHNY-25APR04-A90,Above 90F,90.0,,above,0.037899200576379334,0,0.011736752846832621,0.06406164830592605,69,70.22577607568483
2025-04-05,KXHIGHNY-25APR05-B40,Below 40F,,40.0,below,0.02,0,0.01,0.04549208997409186,56,65.42566525478775
2025-04-05,KXHIGHNY-25APR05-T40to49,40-49F,40.0,50.0,between,0.02,0,0.01,0.0521195078208706,66,65.42566525478775
2025-04-05,KXHIGHNY-25APR05-T50to59,50-59F,50.0,60.0,between,0.5752439671185746,0,0.5495727134478875,0.6009152207892617,212,65.42566525478775
2025-04-05,KXHIGHNY-25APR05-T60to69,60-69F,60.0,70.0,between,0.21915521333545002,1,0.19341542643700366,0.24489500023389638,166,65.42566525478775
2025-04-05,KXHIGHNY-25APR05-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.05471331751782296,43,65.42566525478775
2025-04-05,KXHIGHNY-25APR05-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.04981549290195,46,65.42566525478775
2025-04-05,KXHIGHNY-25APR05-A90,Above 90F,90.0,,above,0.02,0,0.01,0.05105526060867753,46,65.42566525478775
2025-04-06,KXHIGHNY-25APR06-B40,Below 40F,,40.0,below,0.23528129544881562,0,0.20740775867438394,0.2631548322232473,51,71.3320150532176
2025-04-06,KXHIGHNY-25APR06-T40to49,40-49F,40.0,50.0,between,0.029691253410611317,0,0.01,0.060240759425245996,56,71.3320150532176
2025-04-06,KXHIGHNY-25APR06-T50to59,50-59F,50.0,60.0,between,0.056127634735852604,0,0.022100535446493867,0.09015473402521135,76,71.3320150532176
2025-04-06,KXHIGHNY-25APR06-T60to69,60-69F,60.0,70.0,between,0.44953106125256187,0,0.4287467295175978,0.47031539298752595,236,71.3320150532176
2025-04-06,KXHIGHNY-25APR06-T70to79,70-79F,70.0,80.0,between,0.19831225377196487,1,0.17805493258165567,0.21856957496227408,209,71.3320150532176
2025-04-06,KXHIGHNY-25APR06-T80to89,80-89F,80.0,90.0,between,0.043170128736759864,0,0.013751648091342026,0.0725886093821777,54,71.3320150532176
2025-04-06,KXHIGHNY-25APR06-A90,Above 90F,90.0,,above,0.0265204785019769,0,0.01,0.059434274368347126,54,71.3320150532176
2025-04-07,KXHIGHNY-25APR07-B40,Below 40F,,40.0,below,0.02,0,0.01,0.04968682983899219,37,61.1157863901172
2025-04-07,KXHIGHNY-25APR07-T40to49,40-49F,40.0,50.0,between,0.02,0,0.01,0.04895131438538147,60,61.1157863901172
2025-04-07,KXHIGHNY-25APR07-T50to59,50-59F,50.0,60.0,between,0.46735353761759957,0,0.44301580844890626,0.4916912667862929,236,61.1157863901172
2025-04-07,KXHIGHNY-25APR07-T60to69,60-69F,60.0,70.0,between,0.5008664088991202,1,0.48017867473147885,0.5215541430667614,241,61.1157863901172
2025-04-07,KXHIGHNY-25APR07-T70to79,70-79F,70.0,80.0,between,0.06326295928432608,0,0.037910142256467855,0.08861577631218431,62,61.1157863901172
2025-04-07,KXHIGHNY-25APR07-T80to89,80-89F,80.0,90.0,between,0.123974909899494,0,0.09217036453556265,0.15577945526342535,64,61.1157863901172
2025-04-07,KXHIGHNY-25APR07-A90,Above 90F,90.0,,above,0.02,0,0.01,0.053014895186949906,45,61.1157863901172
2025-04-08,KXHIGHNY-25APR08-B40,Below 40F,,40.0,below,0.02,0,0.01,0.04797313189497585,60,52.07262298593418
2025-04-08,KXHIGHNY-25APR08-T40to49,40-49F,40.0,50.0,between,0.3181644440094856,0,0.2897488758046393,0.34658001221433193,141,52.07262298593418
2025-04-08,KXHIGHNY-25APR08-T50to59,50-59F,50.0,60.0,between,0.9443406504707454,1,0.9227152007839571,0.9659661001575338,140,52.07262298593418
2025-04-08,KXHIGHNY-25APR08-T60to69,60-69F,60.0,70.0,between,0.02,0,0.01,0.050738502780345605,72,52.07262298593418
2025-04-08,KXHIGHNY-25APR08-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.04661289295666218,42,52.07262298593418
2025-04-08,KXHIGHNY-25APR08-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.05235078590937049,55,52.07262298593418
2025-04-08,KXHIGHNY-25APR08-A90,Above 90F,90.0,,above,0.02,0,0.01,0.0476467861046547,66,52.07262298593418
2025-04-09,KXHIGHNY-25APR09-B40,Below 40F,,40.0,below,0.02,0,0.01,0.048351771945641955,61,57.564310441879925
2025-04-09,KXHIGHNY-25APR09-T40to49,40-49F,40.0,50.0,between,0.02,0,0.01,0.04701380912605051,63,57.564310441879925
2025-04-09,KXHIGHNY-25APR09-T50to59,50-59F,50.0,60.0,between,0.7093486548668582,1,0.6806308806619905,0.7380664290717258,175,57.564310441879925
2025-04-09,KXHIGHNY-25APR09-T60to69,60-69F,60.0,70.0,between,0.35908055797639404,0,0.33672872941848586,0.3814323865343022,217,57.564310441879925
2025-04-09,KXHIGHNY-25APR09-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.0451722030589939,53,57.564310441879925
2025-04-09,KXHIGHNY-25APR09-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.04630439515733044,58,57.564310441879925
2025-04-09,KXHIGHNY-25APR09-A90,Above 90F,90.0,,above,0.02,0,0.01,0.04841831391651007,55,57.564310441879925
2025-04-10,KXHIGHNY-25APR10-B40,Below 40F,,40.0,below,0.037771211395119776,0,0.010866624850329909,0.06467579793990964,60,56.26306355361032
2025-04-10,KXHIGHNY-25APR10-T40to49,40-49F,40.0,50.0,between,0.13835640464346768,0,0.10502751642998505,0.17168529285695033,100,56.26306355361032
2025-04-10,KXHIGHNY-25APR10-T50to59,50-59F,50.0,60.0,between,0.6376891889916305,1,0.616035245043418,0.659343132939843,175,56.26306355361032
2025-04-10,KXHIGHNY-25APR10-T60to69,60-69F,60.0,70.0,between,0.10435966844719285,0,0.07935318904230537,0.12936614785208034,133,56.26306355361032
2025-04-10,KXHIGHNY-25APR10-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.053547556121329276,51,56.26306355361032
2025-04-10,KXHIGHNY-25APR10-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.048988192665809144,46,56.26306355361032
2025-04-10,KXHIGHNY-25APR10-A90,Above 90F,90.0,,above,0.02,0,0.01,0.045760628235222256,53,56.26306355361032
2025-04-11,KXHIGHNY-25APR11-B40,Below 40F,,40.0,below,0.02,0,0.01,0.051438588498999946,48,62.27920144485805
2025-04-11,KXHIGHNY-25APR11-T40to49,40-49F,40.0,50.0,between,0.02,0,0.01,0.052170163986500234,55,62.27920144485805
2025-04-11,KXHIGHNY-25APR11-T50to59,50-59F,50.0,60.0,between,0.07838583910493359,0,0.04843345461130341,0.10833822359856377,66,62.27920144485805
2025-04-11,KXHIGHNY-25APR11-T60to69,60-69F,60.0,70.0,between,0.5854137000444934,1,0.5631572400506349,0.607670160038352,167,62.27920144485805
2025-04-11,KXHIGHNY-25APR11-T70to79,70-79F,70.0,80.0,between,0.19377610031357456,0,0.16824287259579196,0.21930932803135716,173,62.27920144485805
2025-04-11,KXHIGHNY-25APR11-T80to89,80-89F,80.0,90.0,between,0.07116438970137073,0,0.04351008687476972,0.09881869252797175,48,62.27920144485805
2025-04-11,KXHIGHNY-25APR11-A90,Above 90F,90.0,,above,0.13234778773329015,0,0.09880010331454692,0.16589547215203337,42,62.27920144485805
2025-04-12,KXHIGHNY-25APR12-B40,Below 40F,,40.0,below,0.02,0,0.01,0.051556715332766206,56,48.719427171897436
2025-04-12,KXHIGHNY-25APR12-T40to49,40-49F,40.0,50.0,between,0.33687187095879284,1,0.3086474377978905,0.3650963041196952,222,48.719427171897436
2025-04-12,KXHIGHNY-25APR12-T50to59,50-59F,50.0,60.0,between,0.45332678955508243,0,0.4301569438582479,0.476496635251917,226,48.719427171897436
2025-04-12,KXHIGHNY-25APR12-T60to69,60-69F,60.0,70.0,between,0.05284904305446175,0,0.01876541388390509,0.08693267222501841,65,48.719427171897436
2025-04-12,KXHIGHNY-25APR12-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.05081157471071876,48,48.719427171897436
2025-04-12,KXHIGHNY-25APR12-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.049399039610532214,45,48.719427171897436
2025-04-12,KXHIGHNY-25APR12-A90,Above 90F,90.0,,above,0.06924691864358096,0,0.038543771126708606,0.09995006616045331,53,48.719427171897436
2025-04-13,KXHIGHNY-25APR13-B40,Below 40F,,40.0,below,0.02,0,0.01,0.05444797003351387,53,57.47489004272473
2025-04-13,KXHIGHNY-25APR13-T40to49,40-49F,40.0,50.0,between,0.02,0,0.01,0.05354804470457729,58,57.47489004272473
2025-04-13,KXHIGHNY-25APR13-T50to59,50-59F,50.0,60.0,between,0.4232456595882965,1,0.3961459629474323,0.4503453562291607,211,57.47489004272473
2025-04-13,KXHIGHNY-25APR13-T60to69,60-69F,60.0,70.0,between,0.539432563055193,0,0.5112156721802623,0.5676494539301238,213,57.47489004272473
2025-04-13,KXHIGHNY-25APR13-T70to79,70-79F,70.0,80.0,between,0.02753070695647043,0,0.01,0.061865572431853685,51,57.47489004272473
2025-04-13,KXHIGHNY-25APR13-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.05414281283259094,56,57.47489004272473
2025-04-13,KXHIGHNY-25APR13-A90,Above 90F,90.0,,above,0.02,0,0.01,0.05309910216395401,66,57.47489004272473
2025-04-14,KXHIGHNY-25APR14-B40,Below 40F,,40.0,below,0.09723242949594332,0,0.06664781432187042,0.12781704467001623,59,76.39671856857507
2025-04-14,KXHIGHNY-25APR14-T40to49,40-49F,40.0,50.0,between,0.02,0,0.01,0.051508407031265094,48,76.39671856857507
2025-04-14,KXHIGHNY-25APR14-T50to59,50-59F,50.0,60.0,between,0.09080944648141787,0,0.061048451984507424,0.12057044097832831,62,76.39671856857507
2025-04-14,KXHIGHNY-25APR14-T60to69,60-69F,60.0,70.0,between,0.12390619211157422,0,0.0913010875101884,0.15651129671296005,111,76.39671856857507
2025-04-14,KXHIGHNY-25APR14-T70to79,70-79F,70.0,80.0,between,0.6288508334951907,1,0.5987680587774412,0.6589336082129401,193,76.39671856857507
2025-04-14,KXHIGHNY-25APR14-T80to89,80-89F,80.0,90.0,between,0.16330990356970784,0,0.13483002035893732,0.19178978678047837,112,76.39671856857507
2025-04-14,KXHIGHNY-25APR14-A90,Above 90F,90.0,,above,0.02,0,0.01,0.050623960604192816,58,76.39671856857507
2025-04-15,KXHIGHNY-25APR15-B40,Below 40F,,40.0,below,0.10687504530106248,0,0.0768394243069226,0.13691066629520235,48,71.85066496595282
2025-04-15,KXHIGHNY-25APR15-T40to49,40-49F,40.0,50.0,between,0.11654760500132398,0,0.085192705794275,0.14790250420837298,50,71.85066496595282
2025-04-15,KXHIGHNY-25APR15-T50to59,50-59F,50.0,60.0,between,0.03310142055613074,0,0.01,0.06414766591414878,55,71.85066496595282
2025-04-15,KXHIGHNY-25APR15-T60to69,60-69F,60.0,70.0,between,0.24839596946653497,0,0.22270164079120042,0.2740902981418695,170,71.85066496595282
2025-04-15,KXHIGHNY-25APR15-T70to79,70-79F,70.0,80.0,between,0.592309523466554,1,0.568436617884454,0.616182429048654,206,71.85066496595282
2025-04-15,KXHIGHNY-25APR15-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.04637199983224598,80,71.85066496595282
2025-04-15,KXHIGHNY-25APR15-A90,Above 90F,90.0,,above,0.03786081252668794,0,0.010504911267807046,0.06521671378556883,56,71.85066496595282
2025-04-16,KXHIGHNY-25APR16-B40,Below 40F,,40.0,below,0.11944132960797488,0,0.09310157194580726,0.1457810872701425,49,69.06705153656243
2025-04-16,KXHIGHNY-25APR16-T40to49,40-49F,40.0,50.0,between,0.030192076606168662,0,0.01,0.05607312308418602,42,69.06705153656243
2025-04-16,KXHIGHNY-25APR16-T50to59,50-59F,50.0,60.0,between,0.07030251431764425,0,0.04038999258523634,0.10021503605005216,43,69.06705153656243
2025-04-16,KXHIGHNY-25APR16-T60to69,60-69F,60.0,70.0,between,0.20685148042227272,1,0.18336138514025782,0.23034157570428762,104,69.06705153656243
2025-04-16,KXHIGHNY-25APR16-T70to79,70-79F,70.0,80.0,between,0.692339407972698,0,0.6660963119688322,0.7185825039765638,148,69.06705153656243
2025-04-16,KXHIGHNY-25APR16-T80to89,80-89F,80.0,90.0,between,0.023222227574110188,0,0.01,0.05212875349049405,61,69.06705153656243
2025-04-16,KXHIGHNY-25APR16-A90,Above 90F,90.0,,above,0.02,0,0.01,0.05064970989309256,45,69.06705153656243
2025-04-17,KXHIGHNY-25APR17-B40,Below 40F,,40.0,below,0.02,0,0.01,0.0500386447134043,55,68.10482022989785
2025-04-17,KXHIGHNY-25APR17-T40to49,40-49F,40.0,50.0,between,0.0316324800878305,0,0.01,0.06581106168611608,58,68.10482022989785
2025-04-17,KXHIGHNY-25APR17-T50to59,50-59F,50.0,60.0,between,0.02,0,0.01,0.050326347412431034,91,68.10482022989785
2025-04-17,KXHIGHNY-25APR17-T60to69,60-69F,60.0,70.0,between,0.44772681559297667,1,0.42191009600314183,0.4735435351828115,219,68.10482022989785
2025-04-17,KXHIGHNY-25APR17-T70to79,70-79F,70.0,80.0,between,0.14317964453399687,0,0.11435009054650701,0.17200919852148672,162,68.10482022989785
2025-04-17,KXHIGHNY-25APR17-T80to89,80-89F,80.0,90.0,between,0.07526722168237149,0,0.042473707275541596,0.10806073608920139,57,68.10482022989785
2025-04-17,KXHIGHNY-25APR17-A90,Above 90F,90.0,,above,0.02,0,0.01,0.04803269322669694,50,68.10482022989785
2025-04-18,KXHIGHNY-25APR18-B40,Below 40F,,40.0,below,0.06701238170344237,0,0.03651887273781984,0.0975058906690649,55,53.5835929146278
2025-04-18,KXHIGHNY-25APR18-T40to49,40-49F,40.0,50.0,between,0.06310968713984835,0,0.03780110740662747,0.08841826687306924,103,53.5835929146278
2025-04-18,KXHIGHNY-25APR18-T50to59,50-59F,50.0,60.0,between,0.7677415732163696,1,0.7422924967556207,0.7931906496771185,127,53.5835929146278
2025-04-18,KXHIGHNY-25APR18-T60to69,60-69F,60.0,70.0,between,0.12755735804411777,0,0.09650395214750741,0.15861076394072815,90,53.5835929146278
2025-04-18,KXHIGHNY-25APR18-T70to79,70-79F,70.0,80.0,between,0.04761158941098176,0,0.021532911787053098,0.07369026703491041,52,53.5835929146278
2025-04-18,KXHIGHNY-25APR18-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.04957039801242562,67,53.5835929146278
2025-04-18,KXHIGHNY-25APR18-A90,Above 90F,90.0,,above,0.02,0,0.01,0.04857264186546134,57,53.5835929146278
2025-04-19,KXHIGHNY-25APR19-B40,Below 40F,,40.0,below,0.02,0,0.01,0.05194468549153283,63,58.93906769725883
2025-04-19,KXHIGHNY-25APR19-T40to49,40-49F,40.0,50.0,between,0.24376114872365173,0,0.21273990429760223,0.27478239314970127,128,58.93906769725883
2025-04-19,KXHIGHNY-25APR19-T50to59,50-59F,50.0,60.0,between,0.6316587203792456,1,0.6074517622437636,0.6558656785147277,163,58.93906769725883
2025-04-19,KXHIGHNY-25APR19-T60to69,60-69F,60.0,70.0,between,0.0903727738371339,0,0.06427405425360383,0.11647149342066396,94,58.93906769725883
2025-04-19,KXHIGHNY-25APR19-T70to79,70-79F,70.0,80.0,between,0.0768410587792134,0,0.042602455920393134,0.11107966163803368,55,58.93906769725883
2025-04-19,KXHIGHNY-25APR19-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.05005728783885055,56,58.93906769725883
2025-04-19,KXHIGHNY-25APR19-A90,Above 90F,90.0,,above,0.02,0,0.01,0.05149182218444623,38,58.93906769725883
2025-04-20,KXHIGHNY-25APR20-B40,Below 40F,,40.0,below,0.02,0,0.01,0.05260844579962616,57,48.90785309442089
2025-04-20,KXHIGHNY-25APR20-T40to49,40-49F,40.0,50.0,between,0.5890009396230115,1,0.563720401818721,0.614281477427302,227,48.90785309442089
2025-04-20,KXHIGHNY-25APR20-T50to59,50-59F,50.0,60.0,between,0.4323628758970964,0,0.4094894030731552,0.4552363487210376,244,48.90785309442089
2025-04-20,KXHIGHNY-25APR20-T60to69,60-69F,60.0,70.0,between,0.02,0,0.01,0.04529990238265064,49,48.90785309442089
2025-04-20,KXHIGHNY-25APR20-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.0540852745527169,42,48.90785309442089
2025-04-20,KXHIGHNY-25APR20-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.04895191683247739,61,48.90785309442089
2025-04-20,KXHIGHNY-25APR20-A90,Above 90F,90.0,,above,0.05389098549877849,0,0.022090809350962123,0.08569116164659486,60,48.90785309442089
2025-04-21,KXHIGHNY-25APR21-B40,Below 40F,,40.0,below,0.02,0,0.01,0.05272364540145219,60,49.87454645202086
2025-04-21,KXHIGHNY-25APR21-T40to49,40-49F,40.0,50.0,between,0.42654461541343974,1,0.4050882496692062,0.4480009811576733,162,49.87454645202086
2025-04-21,KXHIGHNY-25APR21-T50to59,50-59F,50.0,60.0,between,0.8362620404117624,0,0.8124546509867198,0.8600694298368051,165,49.87454645202086
2025-04-21,KXHIGHNY-25APR21-T60to69,60-69F,60.0,70.0,between,0.02,0,0.01,0.045334082621419546,83,49.87454645202086
2025-04-21,KXHIGHNY-25APR21-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.047041141003855716,56,49.87454645202086
2025-04-21,KXHIGHNY-25APR21-T80to89,80-89F,80.0,90.0,between,0.09515214065123027,0,0.06761230350557135,0.1226919777968892,55,49.87454645202086
2025-04-21,KXHIGHNY-25APR21-A90,Above 90F,90.0,,above,0.02,0,0.01,0.04787366154574291,39,49.87454645202086
2025-04-22,KXHIGHNY-25APR22-B40,Below 40F,,40.0,below,0.02,0,0.01,0.047792562461008464,61,61.88256667137675
2025-04-22,KXHIGHNY-25APR22-T40to49,40-49F,40.0,50.0,between,0.056538942955242796,0,0.026387768849531573,0.08669011706095402,108,61.88256667137675
2025-04-22,KXHIGHNY-25APR22-T50to59,50-59F,50.0,60.0,between,0.7983659597437829,0,0.7718505343744997,0.8248813851130661,181,61.88256667137675
2025-04-22,KXHIGHNY-25APR22-T60to69,60-69F,60.0,70.0,between,0.0527063837826687,1,0.023831284383586948,0.08158148318175046,107,61.88256667137675
2025-04-22,KXHIGHNY-25APR22-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.05432311726936649,47,61.88256667137675
2025-04-22,KXHIGHNY-25APR22-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.049150441697053626,58,61.88256667137675
2025-04-22,KXHIGHNY-25APR22-A90,Above 90F,90.0,,above,0.02,0,0.01,0.052747266873526225,43,61.88256667137675
2025-04-23,KXHIGHNY-25APR23-B40,Below 40F,,40.0,below,0.02,0,0.01,0.047164937427826306,49,56.87082005673691
2025-04-23,KXHIGHNY-25APR23-T40to49,40-49F,40.0,50.0,between,0.02,0,0.01,0.05356427957663752,45,56.87082005673691
2025-04-23,KXHIGHNY-25APR23-T50to59,50-59F,50.0,60.0,between,0.36137933964487284,1,0.3348771172363998,0.3878815620533459,180,56.87082005673691
2025-04-23,KXHIGHNY-25APR23-T60to69,60-69F,60.0,70.0,between,0.6098648776861877,0,0.5813049297928861,0.6384248255794893,229,56.87082005673691
2025-04-23,KXHIGHNY-25APR23-T70to79,70-79F,70.0,80.0,between,0.04380848213762945,0,0.01377399517170062,0.07384296910355828,103,56.87082005673691
2025-04-23,KXHIGHNY-25APR23-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.053304651782002055,53,56.87082005673691
2025-04-23,KXHIGHNY-25APR23-A90,Above 90F,90.0,,above,0.02,0,0.01,0.04678455288513374,39,56.87082005673691
2025-04-24,KXHIGHNY-25APR24-B40,Below 40F,,40.0,below,0.02,0,0.01,0.05223747408553274,47,61.74954593595151
2025-04-24,KXHIGHNY-25APR24-T40to49,40-49F,40.0,50.0,between,0.03406584778173309,0,0.01,0.06270850010617678,45,61.74954593595151
2025-04-24,KXHIGHNY-25APR24-T50to59,50-59F,50.0,60.0,between,0.2516379763361011,0,0.2229038855030798,0.28037206716912233,202,61.74954593595151
2025-04-24,KXHIGHNY-25APR24-T60to69,60-69F,60.0,70.0,between,0.6491314660928929,1,0.6224170609503356,0.6758458712354501,194,61.74954593595151
2025-04-24,KXHIGHNY-25APR24-T70to79,70-79F,70.0,80.0,between,0.1160945323477203,0,0.08794504193819426,0.14424402275724635,63,61.74954593595151
2025-04-24,KXHIGHNY-25APR24-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.04986856817429054,54,61.74954593595151
2025-04-24,KXHIGHNY-25APR24-A90,Above 90F,90.0,,above,0.10873424349705897,0,0.07745980388859694,0.140008683105521,49,61.74954593595151
2025-04-25,KXHIGHNY-25APR25-B40,Below 40F,,40.0,below,0.02,0,0.01,0.047800414681612696,58,68.63409115815212
2025-04-25,KXHIGHNY-25APR25-T40to49,40-49F,40.0,50.0,between,0.02,0,0.01,0.04854332227695658,59,68.63409115815212
2025-04-25,KXHIGHNY-25APR25-T50to59,50-59F,50.0,60.0,between,0.02,0,0.01,0.04831392993154136,50,68.63409115815212
2025-04-25,KXHIGHNY-25APR25-T60to69,60-69F,60.0,70.0,between,0.12954926364789668,1,0.10173604592807292,0.15736248136772044,86,68.63409115815212
2025-04-25,KXHIGHNY-25APR25-T70to79,70-79F,70.0,80.0,between,0.7884052336691685,0,0.7572743640956668,0.8195361032426701,145,68.63409115815212
2025-04-25,KXHIGHNY-25APR25-T80to89,80-89F,80.0,90.0,between,0.290230172019609,0,0.26562039121760195,0.31483995282161603,116,68.63409115815212
2025-04-25,KXHIGHNY-25APR25-A90,Above 90F,90.0,,above,0.1078624535466898,0,0.0750354687005502,0.1406894383928294,49,68.63409115815212
2025-04-26,KXHIGHNY-25APR26-B40,Below 40F,,40.0,below,0.09653822420644129,0,0.07059939877249632,0.12247704964038625,52,68.47456303760565
2025-04-26,KXHIGHNY-25APR26-T40to49,40-49F,40.0,50.0,between,0.02,0,0.01,0.05349996180314502,42,68.47456303760565
2025-04-26,KXHIGHNY-25APR26-T50to59,50-59F,50.0,60.0,between,0.02,0,0.01,0.05320513072669618,41,68.47456303760565
2025-04-26,KXHIGHNY-25APR26-T60to69,60-69F,60.0,70.0,between,0.5130204891233815,1,0.48680479305565194,0.539236185191111,249,68.47456303760565
2025-04-26,KXHIGHNY-25APR26-T70to79,70-79F,70.0,80.0,between,0.44308692868041144,0,0.41542018131917513,0.47075367604164775,268,68.47456303760565
2025-04-26,KXHIGHNY-25APR26-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.05466438588464401,55,68.47456303760565
2025-04-26,KXHIGHNY-25APR26-A90,Above 90F,90.0,,above,0.025502220342013153,0,0.01,0.05109269477886706,51,68.47456303760565
2025-04-27,KXHIGHNY-25APR27-B40,Below 40F,,40.0,below,0.06271388963221819,0,0.03473164300156725,0.09069613626286913,66,57.173050653672234
2025-04-27,KXHIGHNY-25APR27-T40to49,40-49F,40.0,50.0,between,0.31757362696899133,0,0.2969134782843506,0.33823377565363205,218,57.173050653672234
2025-04-27,KXHIGHNY-25APR27-T50to59,50-59F,50.0,60.0,between,0.7266097943506318,1,0.7077816042382938,0.7454379844629697,201,57.173050653672234
2025-04-27,KXHIGHNY-25APR27-T60to69,60-69F,60.0,70.0,between,0.02,0,0.01,0.04487792008429456,68,57.173050653672234
2025-04-27,KXHIGHNY-25APR27-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.04737271808814119,54,57.173050653672234
2025-04-27,KXHIGHNY-25APR27-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.05196012917020203,47,57.173050653672234
2025-04-27,KXHIGHNY-25APR27-A90,Above 90F,90.0,,above,0.02,0,0.01,0.05130360705345746,69,57.173050653672234
2025-04-28,KXHIGHNY-25APR28-B40,Below 40F,,40.0,below,0.09118492948372978,0,0.061440090697657046,0.1209297682698025,50,56.305955664861926
2025-04-28,KXHIGHNY-25APR28-T40to49,40-49F,40.0,50.0,between,0.311629336700203,0,0.28708954101942996,0.336169132380976,196,56.305955664861926
2025-04-28,KXHIGHNY-25APR28-T50to59,50-59F,50.0,60.0,between,0.5689366186009333,1,0.5460304083196617,0.5918428288822049,256,56.305955664861926
2025-04-28,KXHIGHNY-25APR28-T60to69,60-69F,60.0,70.0,between,0.02,0,0.01,0.054329002745581126,71,56.305955664861926
2025-04-28,KXHIGHNY-25APR28-T70to79,70-79F,70.0,80.0,between,0.02,0,0.01,0.05075709875611252,51,56.305955664861926
2025-04-28,KXHIGHNY-25APR28-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.053855426467279796,62,56.305955664861926
2025-04-28,KXHIGHNY-25APR28-A90,Above 90F,90.0,,above,0.07532341115688967,0,0.04310553670241981,0.10754128561135953,57,56.305955664861926
2025-04-29,KXHIGHNY-25APR29-B40,Below 40F,,40.0,below,0.0872461007508339,0,0.05981446114810587,0.11467774035356193,49,71.24485610082309
2025-04-29,KXHIGHNY-25APR29-T40to49,40-49F,40.0,50.0,between,0.08547522345496134,0,0.058871878013212,0.11207856889671067,46,71.24485610082309
2025-04-29,KXHIGHNY-25APR29-T50to59,50-59F,50.0,60.0,between,0.02,0,0.01,0.05165230025403078,78,71.24485610082309
2025-04-29,KXHIGHNY-25APR29-T60to69,60-69F,60.0,70.0,between,0.7373374487516993,0,0.7124963809048763,0.7621785165985222,193,71.24485610082309
2025-04-29,KXHIGHNY-25APR29-T70to79,70-79F,70.0,80.0,between,0.2731025539396921,1,0.24888766912062604,0.2973174387587582,180,71.24485610082309
2025-04-29,KXHIGHNY-25APR29-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.04945320114708345,54,71.24485610082309
2025-04-29,KXHIGHNY-25APR29-A90,Above 90F,90.0,,above,0.02,0,0.01,0.04681301540853587,58,71.24485610082309
2025-04-30,KXHIGHNY-25APR30-B40,Below 40F,,40.0,below,0.02,0,0.01,0.05169164695893946,49,54.67551386016431
2025-04-30,KXHIGHNY-25APR30-T40to49,40-49F,40.0,50.0,between,0.20486286504339365,0,0.17412839151796972,0.2355973385688176,168,54.67551386016431
2025-04-30,KXHIGHNY-25APR30-T50to59,50-59F,50.0,60.0,between,0.6757436759410762,1,0.6466030035733081,0.7048843483088443,174,54.67551386016431
2025-04-30,KXHIGHNY-25APR30-T60to69,60-69F,60.0,70.0,between,0.11438182202756551,0,0.08381619010118278,0.14494745395394826,92,54.67551386016431
2025-04-30,KXHIGHNY-25APR30-T70to79,70-79F,70.0,80.0,between,0.16640094344006773,0,0.13189503423913057,0.20090685264100488,53,54.67551386016431
2025-04-30,KXHIGHNY-25APR30-T80to89,80-89F,80.0,90.0,between,0.02,0,0.01,0.04819718274545101,57,54.67551386016431
2025-04-30,KXHIGHNY-25APR30-A90,Above 90F,90.0,,above,0.02,0,0.01,0.049996176551940094,41,54.67551386016431
2025-05-01,KXHIGHNY-25MAY01-B40,Below 40F,,40.0,below,0.09132387417670464,0,0.05905115281180237,0.1235965955416069,44,64.68004101979108
2025-05-01,KXHIGHNY-25MAY01-T40to49,40-49F,40.0,50.0,between,0.08038250231763244,0,0.05042094728884519,0.1103440573464197,45,64.68004101979108
2025-05-01,KXHIGHNY-25MAY01-T50to59,50-59F,50.0,60.0,between,0.028689435763188262,0,0.01,0.0548514450250623,94,64.68004101979108
2025-05-01,KXHIGHNY-25MAY01-T60to69,60-69F,60.0,70.0,between,0.5261424190103476,1,0.5020241358036346,0.5502607022170607,163,64.68004101979108
